genreId,paid_app_count,free_app_count
ART_AND_DESIGN,764,25253
COMMUNICATION,1155,78883
ENTERTAINMENT,4403,205870
GAME_RACING,346,14216
GAME_WORD,424,13738
MAPS_AND_NAVIGATION,1456,40922
