genreId,paid_app_count,free_app_count
FINANCE,1491,103708
GAME_EDUCATIONAL,2496,29246
GAME_PUZZLE,2994,73499
GAME_SIMULATION,1130,33808
HOUSE_AND_HOME,186,8889
PERSONALIZATION,19534,80108
